ean,brand,title_alt,title_neu,final,len_alt,len_neu,ok
0810177161288,Ubiquiti,Ubiquiti UCG-Fiber (30W) gateway/controller,Ubiquiti UCG-F 30W NEU,Ubiquiti UCG-Fiber (30W) gateway/controller,43,22,NEIN
0810177160601,Ubiquiti,Ubiquiti Instant G6,Ubiquiti G6 kabellos NEU,Ubiquiti Instant G6,19,24,NEIN
5099206122017,Ultimate Ears,Ultimate Ears WONDERBOOM PLAY,Ultimate Ears WONDERBOOM PLAY kabellos NEU,Ultimate Ears WONDERBOOM PLAY kabellos NEU,29,42,JA
4255809918346,Microsoft,"Microsoft 365 Single - 1 PC/MAC, 1 Year - ESD-Download",Microsoft MAC Speicherkarte NEU,Microsoft MAC Speicherkarte NEU,54,31,JA
4015867150511,Equip,"Equip HDMI ZU DVI-D Adapter Kabel, Stecker / Stecker, 3.0m, bidirektional",Equip HDMI Kabel 3.0m NEU,"Equip HDMI ZU DVI-D Adapter Kabel, Stecker / Stecker, 3.0m, bidirektional",73,25,NEIN
4015867157305,Equip,Equip Mini DisplayPort auf HDMI Adapter,Equip Mini DisplayPort auf HDMI Adapter 17m NEU,Equip Mini DisplayPort auf HDMI Adapter 17m NEU,39,47,JA
4015867157503,Equip,Equip DisplayPort auf HD15 VGA Adapter,Equip HD15 VGA Adapter 15m NEU,Equip HD15 VGA Adapter 15m NEU,38,30,JA
4015867178065,Equip,Equip DisplayPort auf HDMI Adapter,Equip DisplayPort auf HDMI Adapter 2m NEU,Equip DisplayPort auf HDMI Adapter 2m NEU,34,41,JA
4015867184189,Equip,Equip 119336 video cable adapter,Equip DisplayPort Kabel 2.0m NEU,Equip DisplayPort Kabel 2.0m NEU,32,32,JA
5059902033499,Datalogic,Datalogic GD4290 - Tragbares Barcodelesegerät - 1D - Linear - Kabelgebunden - RS-232 - USB - Schwarz,Datalogic GD4290 NEU,Datalogic GD4290 - Tragbares Barcodelesegerät - 1D - Linear - Kabelgebunden - RS-232 - USB - Schwarz,100,20,NEIN
4015867198711,Equip,"Equip USB 2.0 Typ C Kabel, 1.0m, PD 60W",Equip USB-C Kabel USB 2.0 1.0m 60W NEU,Equip USB-C Kabel USB 2.0 1.0m 60W NEU,39,38,JA
4015867198735,Equip,"Equip USB 3.2 Gen 1 C auf A Kabel, M/M, 1.0m, 5Gbps, Schwarz",Equip USB-C Kabel USB 3.2 1.0m NEU,Equip USB-C Kabel USB 3.2 1.0m NEU,60,34,JA
4015867166703,Equip,"Equip USB 3.0 A auf A Verlängerungskabel Stecker auf Buchse, 3.0m, 5Gbps, Schwarz",Equip USB-C Kabel USB 3.0 3.0m NEU,Equip USB-C Kabel USB 3.0 3.0m NEU,81,34,JA
4015867184547,Equip,"Equip USB 2.0 A auf Micro-B Kabel, 1.0m , Black",Equip USB-C Kabel USB 2.0 1.0m NEU,Equip USB-C Kabel USB 2.0 1.0m NEU,47,34,JA
4015867203736,Equip,"Equip USB-C auf DisPlayPort Kabel Stecker auf Stecker, 1.8m",Equip USB-C DisplayPort Kabel 1.8m NEU,Equip USB-C DisplayPort Kabel 1.8m NEU,59,38,JA
4015867205341,Equip,"Equip USB 3.0 Typ A auf Typ C Kabel, 0.25m",Equip USB-C Kabel USB 3.0 0.25m NEU,Equip USB-C Kabel USB 3.0 0.25m NEU,42,35,JA
4015867223994,Equip,Equip USB 3.0 auf HDMI Adapter,Equip USB 3.0 auf HDMI Adapter NEU,Equip USB 3.0 auf HDMI Adapter NEU,30,34,JA
4015867228784,Equip,"Equip USB-C-zu-DisplayPort-Premium-Kabel, M/M, 3.0 m, 4K/60 Hz",Equip USB-C- DisplayPort Kabel 4K UHD 3.0m NEU,Equip USB-C- DisplayPort Kabel 4K UHD 3.0m NEU,62,46,JA
4015867198698,Equip,"Equip USB 2.0 Typ C auf Typ A Kabel, 1.0m",Equip USB-C Kabel USB 2.0 1.0m NEU,Equip USB-C Kabel USB 2.0 1.0m NEU,41,34,JA
4015867173411,Equip,"Equip USB 2.0 A auf Micro-B Kabel, 1.0m , M/M, Schwarz",Equip USB-C Kabel USB 2.0 1.0m NEU,Equip USB-C Kabel USB 2.0 1.0m NEU,54,34,JA
4015867164723,Equip,"Equip USB 2.0 A to A Verlängerungskabel Stecker auf Buchse, 1.8m , Schwarz",Equip USB-C Kabel USB 2.0 1.8m NEU,Equip USB-C Kabel USB 2.0 1.8m NEU,74,34,JA
4015867204122,Equip,"Equip Cat.6A S/FTP Patchkabel, 0.25m, Weiß",Equip FTP LAN Netzwerkkabel 0.25m NEU,Equip FTP LAN Netzwerkkabel 0.25m NEU,42,37,JA
4015867204139,Equip,"Equip Cat.6A S/FTP Patchkabel, 0.5m, Weiß",Equip FTP LAN Netzwerkkabel 0.5m NEU,Equip FTP LAN Netzwerkkabel 0.5m NEU,41,36,JA
4015867204153,Equip,"Equip Cat.6A S/FTP Patchkabel, 2.0m, Weiß",Equip FTP LAN Netzwerkkabel 2.0m NEU,Equip FTP LAN Netzwerkkabel 2.0m NEU,41,36,JA
4015867204146,Equip,"Equip Cat.6A S/FTP Patchkabel, 1.0m, Weiß",Equip FTP LAN Netzwerkkabel 1.0m NEU,Equip FTP LAN Netzwerkkabel 1.0m NEU,41,36,JA
4015867204177,Equip,"Equip Cat.6A S/FTP Patchkabel, 5.0m, Weiß",Equip FTP LAN Netzwerkkabel 5.0m NEU,Equip FTP LAN Netzwerkkabel 5.0m NEU,41,36,JA
4015867204238,Equip,"Equip Cat.6A S/FTP Patchkabel, 0.25m, Schwarz",Equip FTP LAN Netzwerkkabel 0.25m NEU,Equip FTP LAN Netzwerkkabel 0.25m NEU,45,37,JA
4015867204290,Equip,"Equip Cat.6A S/FTP Patchkabel, 7.5m, Schwarz",Equip FTP LAN Netzwerkkabel 7.5m NEU,Equip FTP LAN Netzwerkkabel 7.5m NEU,44,36,JA
4015867204184,Equip,"Equip Cat.6A S/FTP Patchkabel, 7.5m, Weiß",Equip FTP LAN Netzwerkkabel 7.5m NEU,Equip FTP LAN Netzwerkkabel 7.5m NEU,41,36,JA
4015867204191,Equip,"Equip Cat.6A S/FTP Patchkabel, 10m, Weiß",Equip FTP LAN Netzwerkkabel 10m NEU,Equip FTP LAN Netzwerkkabel 10m NEU,40,35,JA
4015867204207,Equip,"Equip Cat.6A S/FTP Patchkabel, 15m, Weiß",Equip FTP LAN Netzwerkkabel 15m NEU,Equip FTP LAN Netzwerkkabel 15m NEU,40,35,JA
4015867204214,Equip,"Equip Cat.6A S/FTP Patchkabel, 20m, Weiß",Equip FTP LAN Netzwerkkabel 20m NEU,Equip FTP LAN Netzwerkkabel 20m NEU,40,35,JA
4015867204221,Equip,"Equip Cat.6A S/FTP Patchkabel, 30m, Weiß",Equip FTP LAN Netzwerkkabel 30m NEU,Equip FTP LAN Netzwerkkabel 30m NEU,40,35,JA
4015867204337,Equip,"Equip Cat.6A S/FTP Patchkabel, 30m, Schwarz",Equip FTP LAN Netzwerkkabel 30m NEU,Equip FTP LAN Netzwerkkabel 30m NEU,43,35,JA
4015867209547,Equip,"Equip Cat.6A F/FTP Slim-Patchkabel, 0.25m, Beige",Equip FTP LAN Netzwerkkabel 0.25m NEU,Equip FTP LAN Netzwerkkabel 0.25m NEU,48,37,JA
4015867209554,Equip,"Equip Cat.6A F/FTP Slim-Patchkabel, 0.5m, Beige",Equip FTP LAN Netzwerkkabel 0.5m NEU,Equip FTP LAN Netzwerkkabel 0.5m NEU,47,36,JA
4015867209578,Equip,"Equip Cat.6A F/FTP Slim-Patchkabel, 2.0m, Beige",Equip FTP LAN Netzwerkkabel 2.0m NEU,Equip FTP LAN Netzwerkkabel 2.0m NEU,47,36,JA
4015867209561,Equip,"Equip Cat.6A F/FTP Slim-Patchkabel, 1.0m, Beige",Equip FTP LAN Netzwerkkabel 1.0m NEU,Equip FTP LAN Netzwerkkabel 1.0m NEU,47,36,JA
4015867209585,Equip,"Equip Cat.6A F/FTP Slim-Patchkabel, 3.0m, Beige",Equip FTP LAN Netzwerkkabel 3.0m NEU,Equip FTP LAN Netzwerkkabel 3.0m NEU,47,36,JA
4015867209592,Equip,"Equip Cat.6A F/FTP Slim-Patchkabel, 5.0m, Beige",Equip FTP LAN Netzwerkkabel 5.0m NEU,Equip FTP LAN Netzwerkkabel 5.0m NEU,47,36,JA
4015867209608,Equip,"Equip Cat.6A F/FTP Slim-Patchkabel, 7.5m, Beige",Equip FTP LAN Netzwerkkabel 7.5m NEU,Equip FTP LAN Netzwerkkabel 7.5m NEU,47,36,JA
4015867209646,Equip,"Equip Cat.6A F/FTP Slim-Patchkabel, 0.25m, Schwarz",Equip FTP LAN Netzwerkkabel 0.25m NEU,Equip FTP LAN Netzwerkkabel 0.25m NEU,50,37,JA
4015867209653,Equip,"Equip Cat.6A F/FTP Slim-Patchkabel, 0.5m, Black",Equip FTP LAN Netzwerkkabel 0.5m NEU,Equip FTP LAN Netzwerkkabel 0.5m NEU,47,36,JA
4015867209684,Equip,"Equip Cat.6A F/FTP Slim-Patchkabel, 3.0m, Schwarz",Equip FTP LAN Netzwerkkabel 3.0m NEU,Equip FTP LAN Netzwerkkabel 3.0m NEU,49,36,JA
4015867209677,Equip,"Equip Cat.6A F/FTP Slim-Patchkabel, 2.0m, Black",Equip FTP LAN Netzwerkkabel 2.0m NEU,Equip FTP LAN Netzwerkkabel 2.0m NEU,47,36,JA
4015867209691,Equip,"Equip Cat.6A F/FTP Slim-Patchkabel, 5.0m, Schwarz",Equip FTP LAN Netzwerkkabel 5.0m NEU,Equip FTP LAN Netzwerkkabel 5.0m NEU,49,36,JA
4015867209707,Equip,"Equip Cat.6A F/FTP Slim-Patchkabel, 7.5m, Schwarz",Equip FTP LAN Netzwerkkabel 7.5m NEU,Equip FTP LAN Netzwerkkabel 7.5m NEU,49,36,JA
4015867594773,Equip,Equip 605510 networking cable,Equip LAN Netzwerkkabel 1.0m NEU,Equip LAN Netzwerkkabel 1.0m NEU,29,32,JA
4015867594780,Equip,"Equip Cat.6 S/FTP Patchkabel, 2.0m, Weiß",Equip FTP LAN Netzwerkkabel 2.0m NEU,Equip FTP LAN Netzwerkkabel 2.0m NEU,40,36,JA
4015867102244,Equip,"Equip Cat.6 S/FTP Patchkabel, 0.25m, Weiß",Equip FTP LAN Netzwerkkabel 0.25m NEU,Equip FTP LAN Netzwerkkabel 0.25m NEU,41,37,JA
4015867229644,Equip,"Equip Cat.6A S/FTP Patchkabel, 7.5 m, Grau",Equip FTP LAN Netzwerkkabel 7.5m NEU,Equip FTP LAN Netzwerkkabel 7.5m NEU,42,36,JA
4015867229651,Equip,"Equip Cat.6A S/FTP Patchkabel, 10 m, Grau",Equip FTP LAN Netzwerkkabel 10m NEU,Equip FTP LAN Netzwerkkabel 10m NEU,41,35,JA
4015867229675,Equip,"Equip Cat.6A S/FTP Patchkabel, 20 m, Grau",Equip FTP LAN Netzwerkkabel 20m NEU,Equip FTP LAN Netzwerkkabel 20m NEU,41,35,JA
4015867163122,Equip,"Equip Cat.6 S/FTP Patchkabel, 5.0m, Grau",Equip FTP LAN Netzwerkkabel 5.0m NEU,Equip FTP LAN Netzwerkkabel 5.0m NEU,40,36,JA
4015867151815,Equip,"Equip Cat.6 S/FTP Patchkabel, 3.0m, Schwarz",Equip FTP LAN Netzwerkkabel 3.0m NEU,Equip FTP LAN Netzwerkkabel 3.0m NEU,43,36,JA
4015867237076,Equip,"Equip Cat.6A S/FTP Patchkabel, Weiß, 1.5m",Equip FTP LAN Netzwerkkabel 1.5m NEU,Equip FTP LAN Netzwerkkabel 1.5m NEU,41,36,JA
4015867237083,Equip,"Equip Cat.6A S/FTP Patchkabel, Weiß, 25m",Equip FTP LAN Netzwerkkabel 25m NEU,Equip FTP LAN Netzwerkkabel 25m NEU,40,35,JA
4015867237090,Equip,"Equip Cat.6A S/FTP Patchkabel, Schwarz, 0,15m",Equip FTP LAN Netzwerkkabel 15m NEU,Equip FTP LAN Netzwerkkabel 15m NEU,45,35,JA
4015867237106,Equip,"Equip Cat.6A S/FTP Patchkabel, Schwarz, 1.5m",Equip FTP LAN Netzwerkkabel 1.5m NEU,Equip FTP LAN Netzwerkkabel 1.5m NEU,44,36,JA
4015867237113,Equip,"Equip Cat.6A S/FTP Patchkabel, Schwarz, 25m",Equip FTP LAN Netzwerkkabel 25m NEU,Equip FTP LAN Netzwerkkabel 25m NEU,43,35,JA
4015867163085,Equip,"Equip Cat.6 S/FTP Patchkabel, 1.0m, Grau",Equip FTP LAN Netzwerkkabel 1.0m NEU,Equip FTP LAN Netzwerkkabel 1.0m NEU,40,36,JA
4015867163092,Equip,"Equip Cat.6 S/FTP Patchkabel, 2.0m, Grau",Equip FTP LAN Netzwerkkabel 2.0m NEU,Equip FTP LAN Netzwerkkabel 2.0m NEU,40,36,JA
4015867163108,Equip,"Equip Cat.6 S/FTP Patchkabel, 3.0m, Grau",Equip FTP LAN Netzwerkkabel 3.0m NEU,Equip FTP LAN Netzwerkkabel 3.0m NEU,40,36,JA
4015867166130,Equip,"Equip Cat.6 S/FTP Patchkabel, 7.5m, Grau",Equip FTP LAN Netzwerkkabel 7.5m NEU,Equip FTP LAN Netzwerkkabel 7.5m NEU,40,36,JA
4015867163139,Equip,"Equip Cat.6 S/FTP Patchkabel, 10m, Grau",Equip FTP LAN Netzwerkkabel 10m NEU,Equip FTP LAN Netzwerkkabel 10m NEU,39,35,JA
4015867166178,Equip,"Equip Cat.6 S/FTP Patchkabel, 20m, Grau",Equip FTP LAN Netzwerkkabel 20m NEU,Equip FTP LAN Netzwerkkabel 20m NEU,39,35,JA
4015867151723,Equip,"Equip Cat.6 S/FTP Patchkabel, 0.5m, Schwarz",Equip FTP LAN Netzwerkkabel 0.5m NEU,Equip FTP LAN Netzwerkkabel 0.5m NEU,43,36,JA
4015867151754,Equip,"Equip Cat.6 S/FTP Patchkabel, 1.0m, Schwarz",Equip FTP LAN Netzwerkkabel 1.0m NEU,Equip FTP LAN Netzwerkkabel 1.0m NEU,43,36,JA
4015867151785,Equip,"Equip Cat.6 S/FTP Patchkabel, 2.0m, Schwarz",Equip FTP LAN Netzwerkkabel 2.0m NEU,Equip FTP LAN Netzwerkkabel 2.0m NEU,43,36,JA
4015867151846,Equip,"Equip Cat.6 S/FTP Patchkabel, 5.0m, Schwarz",Equip FTP LAN Netzwerkkabel 5.0m NEU,Equip FTP LAN Netzwerkkabel 5.0m NEU,43,36,JA
4015867151877,Equip,"Equip Cat.6 S/FTP Patchkabel, 7.5m, Schwarz",Equip FTP LAN Netzwerkkabel 7.5m NEU,Equip FTP LAN Netzwerkkabel 7.5m NEU,43,36,JA
4015867151938,Equip,"Equip Cat.6 S/FTP Patchkabel, 15m, Schwarz",Equip FTP LAN Netzwerkkabel 15m NEU,Equip FTP LAN Netzwerkkabel 15m NEU,42,35,JA
4015867209660,Equip,"Equip Cat.6A F/FTP Slim-Patchkabel, 1.0m, Black",Equip FTP LAN Netzwerkkabel 1.0m NEU,Equip FTP LAN Netzwerkkabel 1.0m NEU,47,36,JA
4015867163115,Equip,"Equip Cat.6 S/FTP Patchkabel, 0.25m, Grau",Equip FTP LAN Netzwerkkabel 0.25m NEU,Equip FTP LAN Netzwerkkabel 0.25m NEU,41,37,JA
4015867237274,Equip,"Equip Cat.6A S/FTP Patchkabel, Grau, 0,15m",Equip FTP LAN Netzwerkkabel 15m NEU,Equip FTP LAN Netzwerkkabel 15m NEU,42,35,JA
4015867237281,Equip,"Equip Cat.6A S/FTP Patchkabel, Grau, 1.5m",Equip FTP LAN Netzwerkkabel 1.5m NEU,Equip FTP LAN Netzwerkkabel 1.5m NEU,41,36,JA
4015867225172,Equip,Equip 147093 Audio-Kabel 250 m 2 x RCA 3.5mm Schwarz,Equip RCA 3 NEU,Equip 147093 Audio-Kabel 250 m 2 x RCA 3.5mm Schwarz,52,15,NEIN
4015867225189,Equip,"Equip 147094 Audio-Kabel 2,5 m 2 x RCA Schwarz",Equip RCA 5m NEU,"Equip 147094 Audio-Kabel 2,5 m 2 x RCA Schwarz",46,16,NEIN
4015867188767,Equip,"Equip 3,5 mm Stecker auf 2xCinch Stecker Stereo Audio Kabel, 2.5m",Equip 2.5m NEU,"Equip 3,5 mm Stecker auf 2xCinch Stecker Stereo Audio Kabel, 2.5m",65,14,NEIN
0198122902057,HP,"HP Series 5 Pro Serie 5 Pro 23,8-Zoll-FHD-USB-C-Konferenzmonitor – 524pm",HP FHD-USB-C-K Full HD NEU,"HP Series 5 Pro Serie 5 Pro 23,8-Zoll-FHD-USB-C-Konferenzmonitor – 524pm",72,26,NEIN
0023942495918,Verbatim,"Verbatim 49591 Computerbildschirm 35,6 cm (14"") 1920 x 1080 Pixel Full HD LCD Touchscreen Schwarz",Verbatim HD LCD Full NEU,"Verbatim 49591 Computerbildschirm 35,6 cm (14"") 1920 x 1080 Pixel Full HD LCD Touchscreen Schwarz",97,24,NEIN
0023942495925,Verbatim,"Verbatim 49592 Computerbildschirm 39,6 cm (15.6"") 1920 x 1080 Pixel Full HD LCD Touchscreen Schwarz",Verbatim HD LCD Full NEU,"Verbatim 49592 Computerbildschirm 39,6 cm (15.6"") 1920 x 1080 Pixel Full HD LCD Touchscreen Schwarz",99,24,NEIN
0023942322382,Verbatim,"Verbatim 32238 Computerbildschirm 39,6 cm (15.6"") 3840 x 2160 Pixel 4K Ultra HD LCD Touchscreen Schwarz",Verbatim HD LCD 4K UHD NEU,"Verbatim 32238 Computerbildschirm 39,6 cm (15.6"") 3840 x 2160 Pixel 4K Ultra HD LCD Touchscreen Schwarz",103,26,NEIN
0023942322399,Verbatim,"Verbatim 32239 Computerbildschirm 43,9 cm (17.3"") 3840 x 2160 Pixel 4K Ultra HD LCD Touchscreen Schwarz",Verbatim HD LCD 4K UHD NEU,"Verbatim 32239 Computerbildschirm 43,9 cm (17.3"") 3840 x 2160 Pixel 4K Ultra HD LCD Touchscreen Schwarz",103,26,NEIN
4015867164686,Equip,"Equip USB 2.0 A auf B Kabel, 1.0m ,M/M, Schwarz",Equip USB-C Kabel USB 2.0 1.0m NEU,Equip USB-C Kabel USB 2.0 1.0m NEU,47,34,JA
4015867239223,Equip,"Equip USB 2.0 A auf B Kabel, 2.0m, Black",Equip USB-C Kabel USB 2.0 2.0m NEU,Equip USB-C Kabel USB 2.0 2.0m NEU,40,34,JA
4548736142428,Sony,Sony WH-CH720,Sony WH-CH720 Kopfhörer kabellos NEU,Sony WH-CH720 Kopfhörer kabellos NEU,13,36,JA
0195950084658,Apple,Apple MD3J4ZM/A mobile device charger,Apple MD3J4ZM NEU,Apple MD3J4ZM/A mobile device charger,37,17,NEIN
0619659220884,Western Digital,Western Digital Black WD_BLACK SN8100 NVMe,Western Digital BLACK SN8100 M.2 NVMe SSD 1TB NEU,Western Digital BLACK SN8100 M.2 NVMe SSD 1TB NEU,42,49,JA
0023942302292,Verbatim,Verbatim 30229 USB-Stick 128 GB USB Typ-C 3.2 Gen 1 (3.1 Gen 1) Weiß,Verbatim USB-S USB-Stick 128GB NEU,Verbatim USB-S USB-Stick 128GB NEU,68,34,JA
0023942302278,Verbatim,Verbatim 30227 USB-Stick 512 GB USB Typ-C 3.2 Gen 1 (3.1 Gen 1) Schwarz,Verbatim USB-S USB-Stick 512GB NEU,Verbatim USB-S USB-Stick 512GB NEU,71,34,JA
4582563850804,Kioxia,Kioxia Exceria,Kioxia Exceria Speicherkarte 32GB NEU,Kioxia Exceria Speicherkarte 32GB NEU,14,37,JA
4582563850811,Kioxia,Kioxia Exceria,Kioxia Exceria Speicherkarte 64GB NEU,Kioxia Exceria Speicherkarte 64GB NEU,14,37,JA
4711387949863,Asus,ASUS RNUC15CRKU700002 Schwarz 255H,Asus RNUC15CRKU700002 RAM Arbeitsspeicher DDR5 Wi-Fi 7 120W NEU,Asus RNUC15CRKU700002 RAM Arbeitsspeicher DDR5 Wi-Fi 7 120W NEU,34,63,JA
4711387949924,Asus,ASUS NUC 15 Pro RNUC15CRHI300002,Asus NUC 15 RAM Arbeitsspeicher DDR5 Wi-Fi 7 120W NEU,Asus NUC 15 RAM Arbeitsspeicher DDR5 Wi-Fi 7 120W NEU,32,53,JA
4711387949832,Asus,ASUS NUC 15 Pro RNUC15CRKC500002 Schwarz 210H,Asus NUC 15 RAM Arbeitsspeicher DDR5 Wi-Fi 7 120W NEU,Asus NUC 15 RAM Arbeitsspeicher DDR5 Wi-Fi 7 120W NEU,45,53,JA
0619659149598,SanDisk,SanDisk 173384 USB flash drive,SanDisk USB-Stick 32GB NEU,SanDisk 173384 USB flash drive,30,26,NEIN
4582563850224,Kioxia,Kioxia TransMemory U202 USB flash drive,Kioxia U202 USB-Stick 128GB NEU,Kioxia U202 USB-Stick 128GB NEU,39,31,JA
4582563850200,Kioxia,Kioxia TransMemory U202 USB flash drive,Kioxia U202 USB-Stick 32GB NEU,Kioxia U202 USB-Stick 32GB NEU,39,30,JA
4582563850217,Kioxia,Kioxia TransMemory U202 USB flash drive,Kioxia U202 USB-Stick 64GB NEU,Kioxia U202 USB-Stick 64GB NEU,39,30,JA
4582563850040,Kioxia,Kioxia TransMemory U301 USB flash drive,Kioxia U301 USB-Stick 128GB NEU,Kioxia U301 USB-Stick 128GB NEU,39,31,JA
4582563850033,Kioxia,Kioxia TransMemory U301 USB flash drive,Kioxia U301 USB-Stick 64GB NEU,Kioxia U301 USB-Stick 64GB NEU,39,30,JA
8886419334521,Razer,Razer Viper V3 Pro mouse,Razer V3 Maus kabellos NEU,Razer Viper V3 Pro mouse,24,26,NEIN
0199251657009,HP,HP ProDesk 4 Mini G1i AI Intel Core Ultra 5 235T 16 GB DDR5-SDRAM 512 GB SSD Windows 11 Pro Mini PC Mini-PC AI PC Schwarz,HP G1 RAM Arbeitsspeicher 16GB DDR5 NEU,HP G1 RAM Arbeitsspeicher 16GB DDR5 NEU,121,39,JA
0198415233004,HP,HP Thunderbolt 4 100 W G6 Dockingstation,HP G6 Thunderbolt Kabel 100W NEU,HP G6 Thunderbolt Kabel 100W NEU,40,32,JA
0198415314925,HP,HP Thunderbolt 4 Ultra 180 W G6 Dockingstation,HP G6 Thunderbolt Kabel 180W NEU,HP G6 Thunderbolt Kabel 180W NEU,46,32,JA
5702017815640,LEGO,LEGO NINJAGO Lloyd's Green Forest Dragon,LEGO NINJAGO NEU,LEGO NINJAGO Lloyd's Green Forest Dragon,40,16,NEIN
0619659208998,SanDisk,SanDisk Extreme Portable,SanDisk Extreme Portable 8TB NEU,SanDisk Extreme Portable 8TB NEU,24,32,JA
5706998868077,Honeywell,Honeywell Xenon XP 1952g,Honeywell XP 1952 NEU,Honeywell Xenon XP 1952g,24,21,NEIN
8806094911985,Samsung,"Samsung EP-T2510 Smartphone Weiß AC, USB Schnellladung Drinnen",Samsung EP-T2510 1m NEU,"Samsung EP-T2510 Smartphone Weiß AC, USB Schnellladung Drinnen",62,23,NEIN
4779051840168,Teltonika,Teltonika RUT951,Teltonika RUT951 WLAN Router NEU,Teltonika RUT951 WLAN Router NEU,16,32,JA
4713294232656,G.Skill,G.Skill Flare X5 F5-6000J3238F16GX2-FX5 memory module,G.Skill X5 F5-6000J3238F16GX2-FX5 RAM Arbeitsspeicher 32GB 6000MHz DDR5 NEU,G.Skill X5 F5-6000J3238F16GX2-FX5 RAM Arbeitsspeicher 32GB 6000MHz DDR5 NEU,53,75,JA
4713294232120,G.Skill,G.Skill Ripjaws S5 F5-6000J3040F16GX2-RS5K memory module,G.Skill RAM Arbeitsspeicher 32GB 3000MHz DDR5 2x Kit NEU,G.Skill RAM Arbeitsspeicher 32GB 3000MHz DDR5 2x Kit NEU,56,56,JA
4719692015396,G.Skill,G.Skill Trident Z RGB F4-3200C16D-32GTZR memory module,G.Skill RAM Arbeitsspeicher 32GB 3200MHz DDR4 2x Kit NEU,G.Skill RAM Arbeitsspeicher 32GB 3200MHz DDR4 2x Kit NEU,54,56,JA
4713294231949,G.Skill,G.Skill Trident Z RGB F5-6000J3040G32GX2-TZ5RK memory module,G.Skill RAM Arbeitsspeicher 64GB 6000MHz DDR5 2x Kit NEU,G.Skill RAM Arbeitsspeicher 64GB 6000MHz DDR5 2x Kit NEU,60,56,JA
4713294230713,G.Skill,G.Skill Trident Z5 RGB F5-6000J3636F16GX2-TZ5RS memory module,G.Skill Z5 RGB RAM Arbeitsspeicher 32GB 6000MHz DDR5 2x Kit NEU,G.Skill Z5 RGB RAM Arbeitsspeicher 32GB 6000MHz DDR5 2x Kit NEU,61,63,JA
4713294231833,G.Skill,G.Skill Ripjaws V F5-6000J3238F16GX2-RS5K memory module,G.Skill F5-6000J3238F16GX2-RS5K RAM Arbeitsspeicher 32GB DDR5 2x Kit NEU,G.Skill F5-6000J3238F16GX2-RS5K RAM Arbeitsspeicher 32GB DDR5 2x Kit NEU,55,72,JA
4719692019967,G.Skill,G.Skill Value memory module,G.Skill Value RAM Arbeitsspeicher 16GB 2666MHz DDR4 2x Kit NEU,G.Skill Value RAM Arbeitsspeicher 16GB 2666MHz DDR4 2x Kit NEU,27,62,JA
4713294226648,G.Skill,G.Skill Ripjaws F4-3200C22S-16GRS memory module,G.Skill F4-3200C22S-16GRS RAM Arbeitsspeicher 16GB 3200MHz DDR4 NEU,G.Skill F4-3200C22S-16GRS RAM Arbeitsspeicher 16GB 3200MHz DDR4 NEU,47,67,JA
4713294233868,G.Skill,G.Skill Ripjaws S5 F5-6000J3636F32GX2-RS5K memory module,G.Skill RAM Arbeitsspeicher 64GB DDR5 2x Kit NEU,G.Skill RAM Arbeitsspeicher 64GB DDR5 2x Kit NEU,56,48,JA
4713294237637,G.Skill,G.Skill Flare X5 F5-6000J3636F32GX2-FX5 memory module,G.Skill X5 F5-6000J3636F32GX2-FX5 RAM Arbeitsspeicher 64GB 6000MHz DDR5 NEU,G.Skill X5 F5-6000J3636F32GX2-FX5 RAM Arbeitsspeicher 64GB 6000MHz DDR5 NEU,53,75,JA
4713294237934,G.Skill,G.Skill Flare X5 F5-6000J2836G32GX2-FX5 memory module,G.Skill X5 F5-6000J2836G32GX2-FX5 RAM Arbeitsspeicher 64GB DDR5 2x Kit NEU,G.Skill X5 F5-6000J2836G32GX2-FX5 RAM Arbeitsspeicher 64GB DDR5 2x Kit NEU,53,74,JA
4713294234575,G.Skill,G.Skill Trident Z5 Neo RGB F5-6400J3239G16GX2-TZ5NR memory module,G.Skill Z5 RAM Arbeitsspeicher 32GB 6400MHz DDR5 2x Kit NEU,G.Skill Z5 RAM Arbeitsspeicher 32GB 6400MHz DDR5 2x Kit NEU,65,59,JA
4713294226655,G.Skill,G.Skill Ripjaws F4-3200C22D-32GRS memory module,G.Skill F4-3200C22D-32GRS RAM Arbeitsspeicher 32GB 3200MHz DDR4 2x Kit NEU,G.Skill F4-3200C22D-32GRS RAM Arbeitsspeicher 32GB 3200MHz DDR4 2x Kit NEU,47,74,JA
4713294223081,G.Skill,G.Skill Trident Z RGB F4-3600C18D-32GTZR memory module,G.Skill RAM Arbeitsspeicher 32GB 3600MHz DDR4 2x Kit NEU,G.Skill RAM Arbeitsspeicher 32GB 3600MHz DDR4 2x Kit NEU,54,56,JA
4713294237644,G.Skill,G.Skill Flare X5 F5-6000J3636F32GX2-FX5W memory module,G.Skill RAM Arbeitsspeicher 64GB 6000MHz DDR5 2x Kit NEU,G.Skill RAM Arbeitsspeicher 64GB 6000MHz DDR5 2x Kit NEU,54,56,JA
4260557512944,Toshiba,Toshiba N300 internal hard drive,Toshiba N300 8TB NEU,Toshiba N300 internal hard drive,32,20,NEIN
0840006666073,Corsair,Corsair Vengeance RGB memory module,Corsair Vengeance RAM Arbeitsspeicher 32GB 6400MHz DDR5 2x Kit NEU,Corsair Vengeance RAM Arbeitsspeicher 32GB 6400MHz DDR5 2x Kit NEU,35,66,JA
