ItemNo;Description;Module;ItemMainGroup;ItemSubGroup;Stock;Price_B2B;ManufacturerCode;ManufacturerName;ReferenceNumber;GTIN;GrossWeight
PVMS0630;Mounting Systems Unterlegscheibe M6;BAB GREENVISION;;;29;0,02;MOUNTING;;720-1885;;0,0008
PVMS0631;Mounting Systems Schraube f. Metall 5,5x13;BAB GREENVISION;;;29;0,15;MOUNTING;;720-1883;;0,00388
PVMS0632;Mounting Systems Kugelsperrbolzen 6x50mm;BAB GREENVISION;;;326;1,32;MOUNTING;;720-1892;;0,01588
PVMS0633;Mounting Systems Gummiunterlage- 250mm;BAB GREENVISION;;;430;3,50;MOUNTING;;720-1921;;0,1939
PVMS0635;Mounting Systems Verb. Profil 15° S- L=1,293m;BAB GREENVISION;;;3;12,43;MOUNTING;;720-1919;;1,052
PVMS0637;Mounting Systems Verbindungsschiene, L=250mm;BAB GREENVISION;;;132;2,33;MOUNTING;;720-1915;;0,2065
PVMS0638;Mounting Systems Verbindungsschiene OW, L=800mm;BAB GREENVISION;;;195;7,61;MOUNTING;;720-1916;;0,675
PVMS0639;Mounting Systems Verbindungsschiene Süd;BAB GREENVISION;;;1;5,58;MOUNTING;;720-1918;;0,481
PVMS0640;Mounting Systems Stütze Flachdach 10°/15°;BAB GREENVISION;;;122;15,23;MOUNTING;;720-1873;;1,11
PVMS0642;Mounting Systems Verbindungsschiene S 15°- L=1080mm;BAB GREENVISION;;;275;18,78;MOUNTING;;720-2024;;0,904
PVMS0643;Mounting Systems Schienenabdeckung S 15°- L=480mm;BAB GREENVISION;;;500;6,60;MOUNTING;;720-2028;;0,1728
PVMS0719;Mounting Systems Solarfix Bolt M10x150;BAB GREENVISION;;;35;8,12;MOUNTING;;720-1947;;0,157
PVMS0826;Mounting Systems Solarfix 12mm;BAB GREENVISION;;;21;26,39;MOUNTING;;720-1942;;0,59167
PVMS0827;Mounting Systems Solarfix Bitumen Rosette- x WB 19.12;BAB GREENVISION;;;28;13,20;MOUNTING;;720-1977;;1,14167
PVMS0828;Mounting Systems Abstandslehre M5- x WB 17.12;BAB GREENVISION;;;20;52,27;MOUNTING;;712-0281;;0,631
PVSA0003;AIKO Neostar 3S+ G3-A-MCE54DB 470W;BAB GREENVISION;;;3;201,99;AIKO;AIKO;;;0
PVSEN003;SOL-50 Horizontalendkappe Alu schwarz;BAB GREENVISION;;;281;3,32;SEN;Sen Energiesysteme;104035;;0,0244
PVSEN005;SOL-50 XL-Vertikalprofil 4m pressblank;BAB GREENVISION;;;300;43,53;SEN;Sen Energiesysteme;103005;;0
PVSEN008;SOL-50 VarioDuo-Tragarm vormontiert;BAB GREENVISION;;;300;10,93;SEN;Sen Energiesysteme;105115/20;;0,292
PVSEN010;SOL-50 5,5x22mm Bohrschraube Alu / Alu Edelstahl;BAB GREENVISION;;;500;0,36;SEN;Sen Energiesysteme;6380508301;4061245025452;0,00463
PVSEN013;SOL-50 XL-Vertikalverbinder 2x100mm;BAB GREENVISION;;;500;1,14;SEN;Sen Energiesysteme;F10240/0;;0,02113
PVSEN017;SOL-50 Vertikalendkappe Kunststoff schwarz;BAB GREENVISION;;;310;1,23;SEN;Sen Energiesysteme;104055;;0,012
PVSEN019;SOL-50 XXL-Vertikalprofil 4m pressblank;BAB GREENVISION;;;1;47,06;SEN;Sen Energiesysteme;103205;;0
PVSG0032;Sungrow SBR032-V13 3.2 kWh battery module;BAB GREENVISION;;;2;1164,71;SUNGROW;Sungrow;ASA00460;6976922480357;36,68
PVSG0033;Sungrow SBR Accessory V112;BAB GREENVISION;;;6;539,98;SUNGROW;Sungrow;AST05151;;39,4
PVSG0034;Sungrow SBR Accessory V114;BAB GREENVISION;;;11;539,98;SUNGROW;Sungrow;AST03129;6976922480371;21,44
PVSG0072;Sungrow Hybrid-Wechselrichter SH10.0RT-V112;BAB GREENVISION;;;2;1015,00;SUNGROW;Sungrow;ASH00107;;36,45
PVSG0073;Sungrow SMR032 - Leermodul;BAB GREENVISION;;;17;35,53;SUNGROW;Sungrow;ASA00613;;12,22
PVSG0074;Sungrow Battery BUNDLE - 6,4 kWH;BAB GREENVISION;;;1;2639,00;SUNGROW;Sungrow;;;0
PVSG0075;Sungrow Battery BUNDLE - 6,4 kWH;BAB GREENVISION;;;1;2639,00;SUNGROW;Sungrow;;;0
PVSJ0004;Jolywood Solarpanel HD108N-R2-500W Transparent Black;BAB GREENVISION;;;219;162,40;JOLYWOOD;Jolywood;JW-HD108N-R2-500;2010000030448;28,01351
PVSJ0006;Jolywood Solarpanel HD108N-R2-500W Transparent Black / Palette;BAB GREENVISION;;;5;2215,75;JOLYWOOD;Jolywood;;0756893004464;0
PVSJ0008;Jolywood Solarpanel JW-HD96N-R2-460W Transparent Black;BAB GREENVISION;;;15;192,85;JOLYWOOD;Jolywood;JW-HD96N-R2-460W;;0
PVSJ0010;Jolywood Solarpanel JW-HD108N-R2-505W Transparent Black;BAB GREENVISION;;;28;152,25;JOLYWOOD;Jolywood;JW-HD108N-R2-505W;;0
PVSL0002;Luxor ECO LINE M108 Glas/Folie 425Wp;BABHOME;DV;;10;90,34;LUXOR;Luxor;LX-425 M108;4262431421731;20,7
PVSS0001;Sunpro Solarmodul BC Full Black 475W;BAB GREENVISION;;;500;252,74;SUNPRO;Sunpro;SPDG475-BC108RL10;;0
PVSS0002;Sunpro Solarmodul BC Full Black 475W / Palette;BAB GREENVISION;;;20;9098,46;SUNPRO;Sunpro;SPDG475-BC108RL10 | PALETTE;;0
PVST0003;Trina Solar TS4 Buchse (female) 4,0 - 6,0 mm²;BAB GREENVISION;;;5;0,51;TRINASOLAR;Trina Solar;7A000983;;0,013
PVST0009;Trina Solar Vertex S+ TSM-445NEG9R.28 445 WP;BAB GREENVISION;;;5;81,20;TRINASOLAR;Trina Solar;TSM-445NEG9R.28;;22,65
PVST1000;Tigo PV Optimierer - TS4-A-0 | 700W;BAB GREENVISION;;;500;28,93;TIGO;Tigo;TS4-A-O;;0,608
PVST9004;ABB CT Klemme 200A/5A;BAB GREENVISION;;;1;13,20;ABB;ABB;;4013614376870;0,32
PVST9006;MC4 MALE KBT4/10II-UR;BAB GREENVISION;;;98;0,51;STÄ;Stäubli;MC4 MALE KBT4/10II-UR;;0,01258
PVST9007;MC4 FEMALE KBT4/10II-UR;BAB GREENVISION;;;99;1,67;STÄ;Stäubli;MC4 FEMALE KBT4/10II-UR;;0,01161
RAM4C0109;Crucial Pro DDR4 - 32GB 3200 DIMM KIT 2x16GB (CP2K16G4DFRA32A);SPEICHER;DDR4;;35;185,75;CRUCIAL;Crucial;CP2K16G4DFRA32A;649528937780;0,109
RAM4C0110;Crucial DDR4 16GB 3200 CL22 TRAY (CP16G4DFRA32AT);SPEICHER;DDR4;;16;106,88;CRUCIAL;Crucial;CP16G4DFRA32AT;0649528937735;0,032
RAM4G0000;G.Skill DDR5 32GB PC 6000 CL28 G.Skill KIT (2x16GB) TR5NS NEO RGB;SPEICHER;DDR5;;20;505,47;G.SKILL;G.Skill;F5-6000J2836G16GX2-TR5NS;4713294236753;0,133
RAM4G0001;G.Skill AEGIS - DDR4 - 8 GB - DIMM 288-PIN;SPEICHER;DDR4;;10;50,55;G.SKILL;G.Skill;F4-3000C16S-8GISB;4719692013439;0,034
RAM4G0002;G.Skill AEGIS - DDR4 - 16 GB 2x8 GB;SPEICHER;DDR3;;5;97,14;G.SKILL;G.Skill;F4-3000C16D-16GISB;4719692013446;0,068
RAM4G0003;G.Skill AEGIS - DDR4 - 16 GB - DIMM 288-PIN;SPEICHER;DDR4;;4;95,41;G.SKILL;G.Skill;F4-3000C16S-16GISB;4719692013453;0,035
RAM4G0004;G.Skill AEGIS - DDR4 - 32 GB 2x16 GB;SPEICHER;DDR3;;34;177,63;G.SKILL;G.Skill;F4-3000C16D-32GISB;4719692013460;0,069
RAM4G0006;G.Skill Ripjaws V - DDR4 - 16 GB 2x8 GB;SPEICHER;DDR4;;10;122,31;G.SKILL;G.Skill;F4-3200C16D-16GVKB;4719692004970;0,123
RAM4G0011;G.Skill Ripjaws V - DDR4 - 16 GB 2x8 GB;SPEICHER;DDR3;;21;129,92;G.SKILL;G.Skill;F4-3200C16D-16GVGB;4719692006417;0,124
RAM4G0014;G.Skill TridentZ RGB Series - DDR4 - 16 GB;SPEICHER;DDR3;;46;116,01;G.SKILL;G.Skill;F4-3200C16D-16GTZR;4719692015198;0,186
RAM4G0015;G.Skill TridentZ RGB Series - DDR4 - 32 GB;SPEICHER;DDR3;;25;211,12;G.SKILL;G.Skill;F4-3200C16D-32GTZR;4719692015396;0,185
RAM4G0016;G.Skill TridentZ RGB Series - DDR4 - 16 GB;SPEICHER;DDR3;;14;147,18;G.SKILL;G.Skill;F4-3000C16D-16GTZR;4719692015457;0,19
RAM4G0020;G.Skill Value Series - DDR4 - 4 GB;SPEICHER;DDR3;;5;44,96;G.SKILL;G.Skill;F4-2133C15S-4GNT;4719692006844;0
RAM4G0022;G.Skill Value Series - DDR4 - 8 GB 2x4 GB;SPEICHER;DDR3;;1;73,08;G.SKILL;G.Skill;F4-2133C15D-8GNT;4719692006851;0,062
RAM4G0030;G.Skill AEGIS - DDR4 - 16 GB - PC2666;SPEICHER;DDR3;;32;95,41;G.SKILL;G.Skill;F4-2666C19S-16GIS;4713294220998;0,0364
RAM4G0031;G.Skill Ripjaws V - DDR4 - 32 GB 2x16 GB;SPEICHER;DDR3;;3;177,63;G.SKILL;G.Skill;F4-3200C16D-32GVK;4719692007018;0,122
RAM4G0032;G.Skill Value Series DDR4 8 GB DIMM 288-PIN;SPEICHER;DDR3;;7;49,23;G.SKILL;G.Skill;F4-2666C19S-8GNT;4719692019950;0,03
RAM4G0033;G.Skill AEGIS - DDR4 - 8 GB - PC3200;SPEICHER;DDR4;;5;51,16;G.SKILL;G.Skill;F4-3200C16S-8GIS;4713294224378;0,035
RAM4G0034;G.Skill AEGIS - DDR4 - 16 GB - PC3200;SPEICHER;DDR3;;14;101,50;G.SKILL;G.Skill;F4-3200C16D-16GIS;4713294224385;0,066
RAM4G0035;G.Skill AEGIS - DDR4 - 16 GB - PC3200;SPEICHER;DDR4;;11;94,29;G.SKILL;G.Skill;F4-3200C16S-16GIS;4713294224408;0,035
RAM4G0036;G.Skill AEGIS - DDR4 - 32 GB - PC3200;SPEICHER;DDR4;;19;181,69;G.SKILL;G.Skill;F4-3200C16D-32GIS;4713294224415;0,065
RAM4G0037;G.Skill Ripjaws V - DDR4 - 32 GB 2x16 GB;SPEICHER;DDR3;;9;206,05;G.SKILL;G.Skill;F4-3600C16D-32GVKC;4713294223623;0,132
RAM4G0039;G.Skill TridentZ Neo Series - DDR4 - 16 GB;SPEICHER;DDR3;;25;127,89;G.SKILL;G.Skill;F4-3600C16D-16GTZNC;4713294223449;0,0182
RAM4G0050;G.Skill DDR4 32GB PC 3600 CL18 KIT (2x16GB) 32GVK Ripjaws;SPEICHER;DDR4;;30;208,58;G.SKILL;G.Skill;F4-3600C18D-32GVK;4713294223104;0,12
RAM4G0051;G.Skill DDR4 32GB PC 4000 CL18 KIT (2x16GB) 32GVK Ripjaws;SPEICHER;DDR4;;14;258,83;G.SKILL;G.Skill;F4-4000C18D-32GVK;4713294224149;0,12
RAM4G0052;G.Skill DDR4 32GB PC 3600 CL18 KIT (2x16GB) 32GTZR Tri/RGB;SPEICHER;DDR4;;35;223,30;G.SKILL;G.Skill;F4-3600C18D-32GTZR;4713294223081;0,19
RAM4G0053;G.Skill Ripjaws V - DDR4 - 16 GB;SPEICHER;DDR3;;88;86,17;G.SKILL;G.Skill;F4-3200C22S-16GRS;4713294226648;0,028
RAM4G0055;G.Skill Ripjaws - DDR4 - 16 GB 2x8 GB;SPEICHER;DDR3;;76;94,90;G.SKILL;G.Skill;F4-3200C22D-16GRS;4713294226631;0,026
RAM4G0056;G.Skill Ripjaws - DDR4 - 32 GB 2x16 GB;SPEICHER;DDR3;;64;159,36;G.SKILL;G.Skill;F4-2400C16D-32GRS;4719692007681;0,054
RAM4G0057;G.Skill DDR4 32GB PC 6000 CL22 KIT (2x16GB) 32GRS Ripjaws;SPEICHER;DDR4;;75;171,54;G.SKILL;G.Skill;F4-3200C22D-32GRS;4713294226655;0,054
RAM4G0058;G.Skill Ripjaws - DDR4 - 8 GB ;SPEICHER;DDR3;;9;52,78;G.SKILL;G.Skill;F4-3200C22S-8GRS;4713294226624;0,028
RAM4G0059;G.Skill AEGIS - DDR4 - 8 GB 2400 CL17;SPEICHER;DDR3;;32;52,68;G.SKILL;G.Skill;F4-2400C17S-8GIS;4719692017727;0,036
RAM4G0060;G.Skill Value Series DDR4 16 GB  2x8GB 2666 CL19;SPEICHER;DDR3;;4;111,65;G.SKILL;G.Skill;F4-2666C19D-16GNT;4719692019967;0,062
RAM4G0061;G.Skill Ripjaws V - DDR4 - 16 GB 3200 CL16;SPEICHER;DDR4;;5;104,55;G.SKILL;G.Skill;F4-3200C16S-16GVK;4719692007506;0,088
RAM4G0063;G.Skill SO-DIMM Ripjaws - DDR4 - 16 GB 2x8 GB 2400 CL16;SPEICHER;DDR4;;66;100,49;G.SKILL;G.Skill;F4-2400C16D-16GRS;4719692007667;0,048
RAM4K0015;Kingston FURY Beast DDR4-3200-16GB KIT (KF432C16BBK2/16);SPEICHER;DDR4;;2;129,01;KINGSTON;Kingston;KF432C16BBK2/16;0740617319903;0,096
RAM4K0057;Kingston Fury BEAST RGB - DDR4-KIT-16GB - 2X8GB (KF436C18BB2A/16);SPEICHER;DDR4;;7;119,01;KINGSTON;Kingston;KF436C18BB2A/16;0740617337426;0,07552
RAM4K0058;Kingston FURY Beast RGB - DDR4-16GB - 2x8GB - (KF432C16BB2AK2/16);SPEICHER;DDR4;;18;149,91;KINGSTON;Kingston;KF432C16BB2AK2/16;0740617337532;0,14147
RAM4K0060;Kingston Fury Renegade - DDR4-KIT-16GB - 2X8GB (KF436C16RB2K2/16);SPEICHER;DDR4;;4;145,00;KINGSTON;Kingston;KF436C16RB2K2/16;0740617337815;0,136
RAM4L0006;Lexar DDR4-3200 SO-DIMM 16GB;SPEICHER;DDR3;;200;108,85;LEXAR;Lexar;LD4AS016G-B3200GSST;0843367123773;0,02625
RAM4L0017;Lexar DDR4-3200 SO-DIMM 8GB;SPEICHER;DDR3;;133;60,63;LEXAR;Lexar;LD4AS008G-B3200GSST;0843367123766;0,02625
RAM4L0036;Lexar DDR4 8GB 288 PIN U-DIMM 3200Mhz, CL22, 1.2V- BLISTER Package;SPEICHER;DDR4;;80;60,63;LEXAR;Lexar;LD4U08G32C22ST-BGS;843367132768;0,033
RAM4L0037;Lexar DDR4 16GB 288 PIN U-DIMM 3200Mhz, CL22, 1.2V- BLISTER Package;SPEICHER;DDR4;;14;102,67;LEXAR;Lexar;LD4U16G32C22ST-BGS;843367132775;0,0356
RAM4L0038;Lexar DDR5 16GB 262 PIN So-DIMM 5600Mhz, CL46, 1.1V- BLISTER Package;SPEICHER;DDR5;;87;179,53;LEXAR;Lexar;LD5S16G56C46ST-BGS;843367132454;0,0234
RAM4L0039;Lexar SO-DIMM 16GB, DDR5-5600, CL46-45-45-90;SPEICHER;DDR5;;100;179,53;LEXAR;Lexar;LD5S16G56C46ST-HGN;;0,01136
RAM4L0040;Lexar DDR5 16GB 288 PIN U-DIMM 5600Mhz, CL46, 1.1V- BLISTER Package;SPEICHER;DDR5;;140;179,53;LEXAR;Lexar;LD5U16G56C46ST-BGS;843367132782;0,0322
RAM4L0041;Lexar THOR 2.0 DDR5 6000 CL38 1.3V Memory with heatsink and RGB lighting, Black Color, Dual pack;SPEICHER;DDR5;;9;354,73;LEXAR;Lexar;LD5U16G60C38BV-RGD;843367140671;0,194
RAM5C0004;Crucial DDR5 - 16GB 5600 DIMM (CT16G56C46U5);SPEICHER;DDR3;;7;165,95;CRUCIAL;Crucial;CT16G56C46U5;649528929730;0,02938
RAM5C0021;Crucial DDR5 - 64GB 4800 SO-DIMM KIT 2x32GB (CT2K32G48C40S5);SPEICHER;DDR5;;16;486,19;CRUCIAL;Crucial;CT2K32G48C40S5;0649528906564;0,029
RAM5C0022;Crucial Pro DDR5-5600 Kit 32GB 2x16GB UDIMM CL46 (16Gbit);SPEICHER;DDR5;;3;338,00;CRUCIAL;Crucial;CP2K16G56C46U5;0649528937803;0,122
RAM5C0025;Corsair Vengeance RGB DDR5 - KIT 32GB-2X16GB -(CMH32GX5M2B6400Z36);SPEICHER;DDR5;;34;450,00;COR;Corsair;CMH32GX5M2B6400Z36;0840440492573;0,1464
RAM5C1008;Corsair Vengeance - DDR5 - Kit - 32 GB: 2 x 16 GB (CMK32GX5M2B6000C38);SPEICHER;DDR5;;6;349,01;COR;Corsair;CMK32GX5M2B6000C38;0840006684442;0,104
RAM5C1013;Corsair Vengeance - DDR5 - Kit - 48 GB: 2 x 24 GB (CMK48GX5M2B6400C36);SPEICHER;DDR5;;25;465,00;COR;Corsair;CMK48GX5M2B6400C36;0840006667216;0,104
RAM5C1016;Corsair Vengeance RGB - DDR5 - Kit - 32 GB: 2 x 16 GB (CMH32GX5M2B6400C36);SPEICHER;DDR5;;2;395,01;COR;Corsair;CMH32GX5M2B6400C36;0840006666073;0,1444
RAM5C1019;Corsair Vengeance RGB - DDR5 - Kit - 48 GB: 2 x 24 GB (CMH48GX5M2B6400C36);SPEICHER;DDR5;;12;425,00;COR;Corsair;CMH48GX5M2B6400C36;0840006667193;0,134
RAM5G0000;G.Skill DDR5 64GB PC 6000 CL30 G.Skill KIT (2x32GB) 64-TZ5RK RGB;SPEICHER;DDR5;;9;786,63;G.SKILL;G.Skill;F5-6000J3040G32GX2-TZ5RK;4713294231949;0,18
RAM5G0004;G.Skill Trident Z5 - DDR5 - 64 GB 2x 32GB Kit;SPEICHER;DDR5;;34;669,90;G.SKILL;G.Skill;F5-6000J3636F32GX2-TZ5RK;4713294233547;0,19
RAM5G0006;G.Skill DDR5 32GB PC 6000 CL32  KIT (2x16GB) 32-RS5K;SPEICHER;DDR5;;2;396,87;G.SKILL;G.Skill;F5-6000J3238F16GX2-RS5K;4713294231833;0,122
RAM5G0007;G.Skill DDR5 32GB PC 6000 CL36  KIT (2x16GB) 32-TZ5RK;SPEICHER;DDR5;;10;350,18;G.SKILL;G.Skill;F5-6000J3636F16GX2-TZ5RK;4713294230720;0,18
RAM5G0008;G.Skill DDR5 32GB PC 6400 CL32 KIT (2x16GB) 32-TZ5RK;SPEICHER;DDR5;;59;390,78;G.SKILL;G.Skill;F5-6400J3239G16GX2-TZ5RK;4713294231369;0,176
RAM5G0009;G.Skill DDR5 32GB PC 6000 CL32 (2x16GB) 32-GX2-FX5 FLARE AMD;SPEICHER;DDR5;;65;368,45;G.SKILL;G.Skill;F5-6000J3238F16GX2-FX5;4713294232656;0,122
RAM5G0010;G.Skill DDR5 32GB PC 6000 CL36 (2x16GB) 32-GX2-FX5 FLARE AMD;SPEICHER;DDR5;;15;331,91;G.SKILL;G.Skill;F5-6000J3636F16GX2-FX5;4713294232687;0,128
RAM5G0011;G.Skill DDR5 32GB PC 6000 CL30 (2x16GB) 32-GX2-FX5 FLARE AMD;SPEICHER;DDR5;;65;370,48;G.SKILL;G.Skill;F5-6000J3038F16GX2-FX5;4713294230539;0,122
RAM5G0013;G.Skill DDR5 32GB PC 6000 CL32 (2x16GB) 32-GX2-TZ5NR AMD EX;SPEICHER;DDR5;;4;392,81;G.SKILL;G.Skill;F5-6000J3238F16GX2-TZ5NR;4713294232649;0,176
RAM5G0015;G.Skill DDR5 64GB PC 6000 CL30 (2x32GB) 64-GX2-TZ5N AMD EX;SPEICHER;DDR5;;16;776,48;G.SKILL;G.Skill;F5-6000J3040G32GX2-TZ5N;4713294232755;0,178
RAM5G0016;G.Skill DDR5 64GB PC 6000 CL30 (2x32GB) 64-GX2-TZ5NR AMD E;SPEICHER;DDR5;;7;701,37;G.SKILL;G.Skill;F5-6000J3040G32GX2-TZ5NR;4713294232762;0,18
RAM5G0018;G.Skill DDR5 32GB PC 6400 CL32 G.Skill (2x16GB) 32-GX2-TZ5NR AMD;SPEICHER;DDR5;;24;431,38;G.SKILL;G.Skill;F5-6400J3239G16GX2-TZ5NR;4713294234575;0,188
RAM5G0019;G.Skill Ripjaws S5 schwarz - DDR5 - 32 GB KIT (2x16GB);SPEICHER;DDR5;;28;415,14;G.SKILL;G.Skill;F5-6000J3040F16GX2-RS5K;4713294232120;0,12
RAM5G0020;G.Skill DDR5 64GB PC 6000 CL36 (2x32GB) 64-GX2-FX5 FLARE AMD;SPEICHER;DDR5;;31;685,13;G.SKILL;G.Skill;F5-6000J3636F32GX2-FX5;4713294237637;0,128
RAM5G0021;G.Skill DDR5 64GB PC 6000 CL28 (2x32GB) 64-GX2-FX5 FLARE AMD;SPEICHER;DDR5;;16;861,74;G.SKILL;G.Skill;F5-6000J2836G32GX2-FX5;4713294237934;0,13
RAM5G0022;G.Skill Trident Z5 6800 CL34 - DDR5 - 64 GB 2x32 GB;SPEICHER;DDR5;;7;923,65;G.SKILL;G.Skill;F5-6800J3445G32GX2-TZ5RK;4713294230355;0,182
RAM5G0023;G.Skill Trident Z5 6800 CL34 - DDR5 - 64 GB 2x32 GB;SPEICHER;DDR5;;8;439,50;G.SKILL;G.Skill;F5-6000J3040F16GX2-TZ5RK;4713294232069;0,192
RAM5G0024;G.Skill Ripjaws S5 6000 CL36 - DDR5 - 64 GB KIT (2x32GB);SPEICHER;DDR5;;33;671,93;G.SKILL;G.Skill;F5-6000J3636F32GX2-RS5K;4713294233868;0,122
RAM5G0025;G.Skill DDR5 32GB PC 6000 CL36 (2x32GB) 32-GX2-FX5 FLARE;SPEICHER;DDR5;;43;674,98;G.SKILL;G.Skill;F5-6000J3636F32GX2-FX5W;4713294237644;0,128
RAM5G0026;G.Skill Trident Z5 8000 CL38 - DDR5 - 32 GB 2x16 GB;SPEICHER;DDR5;;7;517,14;G.SKILL;G.Skill;F5-8000J3848H16GX2-TR5NS;4713294236807;0,248
RAM5G0027;G.Skill Trident Z5 6400 CL32 - DDR5 - 32 GB 2x16 GB;SPEICHER;DDR5;;22;401,94;G.SKILL;G.Skill;F5-6400J3239G16GX2-TZ5K;4713294231345;0,186
RAM5G0028;G.Skill DDR5 32GB PC 6000 CL32 (2x16GB) 32-GX2-FX5 FLARE AMD;SPEICHER;DDR5;;16;449,65;G.SKILL;G.Skill;F5-6000J2836G16GX2-FX5;4713294237590;0,122
RAM5G0030;G.Skill DDR5 64GB PC 6000 CL30 (2x32GB) FLARE;SPEICHER;DDR5;;3;797,79;G.SKILL;G.Skill;F5-6000J3040G32GX2-FX5;4713294233424;0,128
RAM5K0015;Kingston FURY IMPACT SODIMM - DDR5-KIT-64GB-2x32 (KF548S38IBK2-64);SPEICHER;DDR5;;3;645,00;KINGSTON;Kingston;KF548S38IBK2-64;0740617326130;0,048
RAM5K0043;Kingston FURY BEAST - DDR5 - 32GB (KF556C36BBE2-32);SPEICHER;DDR5;;28;375,00;KINGSTON;Kingston;KF556C36BBE2-32;0740617350180;0,054
RAM5K0044;Kingston FURY BEAST RGB - DDR5-KIT-64GB-2x32 (KF556C40BBAK2-64);SPEICHER;DDR5;;19;750,00;KINGSTON;Kingston;KF556C40BBAK2-64;0740617328509;0,122
RAM5K0045;Kingston FURY BEAST - DDR5 - 64GB KIT 2x32 (KF556C36BBE2K2-64);SPEICHER;DDR5;;12;725,00;KINGSTON;Kingston;KF556C36BBE2K2-64;0740617350173;0,094
RAM5L0006;Lexar Ares DDR5 2x16GB 6800 Heatsink;SPEICHER;DDR5;;20;481,35;LEXAR;Lexar;LD5U16G68C34LA-RGD;843367133543;0,2
RAM5L0009;Lexar DDR5-6000 DIMM 2x16GB THOR Gaming;SPEICHER;DDR4;;100;348,41;LEXAR;Lexar;LD5U16G60C38LG-RGD;843367136094;0,218
REFD0002;Dell WD19S Dockingstation | 130W - Refurbished;REF;GRADE A;;127;50,75;DELL;Dell;WD19S130W;5397184513972;1,42
REFH0002;HP USB-C/A Universal Dock G2 - Refurbished;REF;GRADE A;;37;41,62;REFURB;Refurb®;5TW13AA#ABB*;;1,519
REFL0001;Lenovo ThinkPad T14 G5 (14");REF;NEW OPEN BOXED;;8;1218,00;REFURB;Refurb®;21MMSGBC00-L5;;2,4
REFL0002;Lenovo ThinkPad T16 G3 (16");REF;NEW OPEN BOXED;;10;1197,70;REFURB;Refurb®;21MQS1UM00-L5;;3,15
REFL0003;Lenovo ThinkPad T14 (14") - Refurbished;REF;GRADE A;;192;213,15;LENOVO;Lenovo;20S1-S35G00;7435110112153;2,4
REFL0004;Lenovo ThinkPad Thunderbolt 3 Workstation Dock 40AN - Refurbished;REF;GRADE A;;48;78,16;REFURB;Refurb®;40AN0135EU*;;1,437
REFL0005;Lenovo ThinkPad USB-C Dock 40AY - Refurbished;REF;GRADE A;;61;71,05;LENOVO;Lenovo;40AY0090EU*;;1,12
REFR0009;Refurb® Lenovo ThinkPad Dockingstation 40A90090EU;REF;GRADE A;;182;33,50;REFURB;Refurb®;RFBP00091060;5713518290584;1,48
REFR0017;Refurb® HP USB-C Dock G4 HSTNH-U601;REF;GRADE A;;107;25,38;REFURB;Refurb®;RFBP00118580;5713518291970;1,107
REFR2000;RETEQ Lenovo ThinkPad Yoga X13 (14");REF;GRADE A;;100;492,28;RETEQ;RETEQ;G209884-008A1;4250563440355;2,32
REFR2001;RETEQ Lenovo ThinkPad USB-C Docking - 40A90090EU;REF;GRADE A;;299;33,50;RETEQ;RETEQ;H303829/001A1;4250563426243;1,158
REFR2002;RETEQ Lenovo ThinkPad Hybrid USB-C Dock - 40AF0135EU;REF;GRADE A;;210;78,16;RETEQ;RETEQ;H304166/001A1;4250563451436;1,494
REFT0004;tecXL HP EliteBook 850 G7 (15,6");REF;GRADE A;;18;400,93;TECXL;tecXL;149997;4262431592554;2,81
REFT0005;tecXL HP EliteDesk 800 G4 MP;REF;GRADE A;;1;274,05;TECXL;tecXL;144880;4260771516346;2,112
REFT0007;tecXL HP EliteDesk 800 G6 MP;REF;GRADE A;;19;355,25;TECXL;tecXL;151591;4262431594756;2,22
REFT0010;tecXL Lenovo ThinkPad T14 Gen2 (14");REF;GRADE A;;18;362,86;TECXL;tecXL;166511;4262504943337;2,48
REFT0012;tecXL Lenovo ThinkCentre M80q MP;REF;GRADE A;;26;356,27;TECXL;tecXL;150736;4262431593452;2,44
REFT0013;tecXL Dell OptiPlex 7070 MP;REF;GRADE A;;7;279,63;TECXL;tecXL;171289;4262504946918;2,46
REFT0014;tecXL HP EliteDesk 800 G4 MP;REF;GRADE A;;1;257,81;TECXL;tecXL;144879;4260771516339;2,24
REFT0017;tecXL Asus BE24WQLB - LED-Monitor - (24.1");REF;GRADE A;;63;50,75;TECXL;tecXL;174992;4262575240144;8,55
REFT0018;tecXL Lenovo ThinkVision T24i - LED-Monitor - (24");REF;GRADE A;;85;58,87;TECXL;tecXL;146066;4262504949742;7,15
REFT0019;tecXL HP ProDesk 600 G4 MT;REF;GRADE A;;30;228,38;TECXL;tecXL;155472;4262431599614;6,2
REFT0020;tecXL Apple MacBook M1 Pro 2021 (14.2");REF;GRADE A;;10;680,05;TECXL;tecXL;177630;4262575242148;2,6
REFT1001;T1A Dell Latitude 5320 (13.3");REF;GRADE A;;60;279,13;T1A;Tier1Asset;L-5320-DE-T103;5711603083851;2,2
REFT1002;T1A Dell Latitude 5430 (14");REF;GRADE B;;59;324,80;T1A;Tier1Asset;L-5430-DE-P101;5711603088023;2,35
REFT1003;T1A Lenovo ThinkPad X1 Carbon Gen 10 (14");REF;GRADE A;;18;543,03;T1A;Tier1Asset;L-X1CG10-DE-T102;5711603087880;2,05
